data_date,weather,max_temperature,min_temperature
2023-12-18,小雨,6.0,0.9
2023-12-19,浓毛毛雨,5.8,2.5
2023-12-20,阴天,3.5,-2.6
2023-12-21,阴天,-1.7,-5.8
2023-12-22,阴天,-0.4,-6.7
2023-12-23,阴天,2.5,-4.2
2023-12-24,阴天,5.7,-4.2
2023-12-25,晴朗,6.2,-5.1
2023-12-26,阴天,10.7,-2.5
2023-12-27,阴天,15.3,2.0
2023-12-28,阴天,12.8,3.5
2023-12-29,阴天,12.8,3.7
2023-12-30,中毛毛雨,13.9,6.8
2023-12-31,阴天,8.3,2.7
2024-01-01,阴天,7.7,1.9
2024-01-02,小毛毛雨,11.6,0.5
2024-01-03,中毛毛雨,8.1,0.8
2024-01-04,阴天,10.7,-3.1
2024-01-05,小毛毛雨,14.0,2.5
2024-01-06,阴天,11.1,1.7
2024-01-07,主要晴朗,7.6,0.9
2024-01-08,小毛毛雨,9.9,-0.4
2024-01-09,阴天,14.6,3.1
2024-01-10,阴天,6.7,-0.3
2024-01-11,阴天,11.4,-6.1
2024-01-12,晴朗,16.5,0.8
2024-01-13,阴天,15.9,2.7
2024-01-14,阴天,20.5,6.7
2024-01-15,阴天,6.8,1.2
2024-01-16,阴天,11.2,1.0
2024-01-17,阴天,18.5,6.3
2024-01-18,小雨,8.9,6.9
2024-01-19,小雨,10.2,6.5
2024-01-20,小雨,7.1,4.2
2024-01-21,阴天,5.2,2.3
2024-01-22,阴天,2.0,-3.8
2024-01-23,阴天,-0.6,-5.9
2024-01-24,主要晴朗,3.6,-5.2
2024-01-25,阴天,6.1,-4.0
2024-01-26,阴天,7.2,-4.2
2024-01-27,阴天,7.4,-4.5
2024-01-28,主要晴朗,9.2,-3.0
2024-01-29,小毛毛雨,11.4,-0.5
2024-01-30,中毛毛雨,11.9,6.7
2024-01-31,中雨,11.9,6.1
2024-02-01,中雨,9.4,5.0
2024-02-02,小雨,6.4,3.8
2024-02-03,中雨,7.7,3.7
2024-02-04,小雨,6.6,2.9
2024-02-05,阴天,4.6,0.3
2024-02-06,小雪,2.5,0.2
2024-02-07,小毛毛雨,5.1,-0.1
2024-02-08,阴天,6.2,-1.4
2024-02-09,阴天,9.6,-2.5
2024-02-10,阴天,13.6,0.2
2024-02-11,小毛毛雨,14.5,1.6
2024-02-12,主要晴朗,14.8,3.2
2024-02-13,中毛毛雨,18.0,7.6
2024-02-14,阴天,23.1,8.2
2024-02-15,小雨,11.0,4.3
2024-02-16,阴天,8.9,1.3
2024-02-17,阴天,14.8,2.0
2024-02-18,小毛毛雨,22.0,11.9
2024-02-19,中雨,20.7,7.8
2024-02-20,小雨,9.7,7.9
2024-02-21,中雨,8.6,3.5
2024-02-22,中毛毛雨,4.4,1.3
2024-02-23,中毛毛雨,4.7,0.5
2024-02-24,中毛毛雨,3.3,-0.2
2024-02-25,小雪,5.2,-0.8
2024-02-26,阴天,8.6,1.3
2024-02-27,阴天,8.8,2.2
2024-02-28,小雨,10.1,4.7
2024-02-29,中雨,8.0,5.3
2024-03-01,阴天,6.7,1.0
2024-03-02,阴天,9.9,-1.6
2024-03-03,部分多云,14.1,0.5
2024-03-04,中雨,13.4,5.9
2024-03-05,小雨,14.8,7.7
2024-03-06,小毛毛雨,10.9,3.5
2024-03-07,阴天,11.2,1.7
2024-03-08,小毛毛雨,11.1,3.3
2024-03-09,阴天,11.2,0.9
2024-03-10,阴天,13.2,1.2
2024-03-11,中毛毛雨,17.2,6.6
2024-03-12,主要晴朗,15.0,4.0
2024-03-13,阴天,14.2,1.5
2024-03-14,阴天,12.1,5.7
2024-03-15,小毛毛雨,18.9,7.0
2024-03-16,小毛毛雨,20.1,11.6
2024-03-17,小毛毛雨,14.1,7.3
2024-03-18,小毛毛雨,11.6,6.3
2024-03-19,阴天,17.8,4.9
2024-03-20,主要晴朗,16.3,2.8
2024-03-21,阴天,18.5,3.8
2024-03-22,阴天,24.4,10.8
2024-03-23,浓毛毛雨,22.6,13.9
2024-03-24,小毛毛雨,22.5,12.8
2024-03-25,中毛毛雨,26.9,10.6
2024-03-26,阴天,15.0,8.0
2024-03-27,中雨,15.1,6.8
2024-03-28,中雨,16.6,9.8
2024-03-29,阴天,26.5,9.9
2024-03-30,阴天,27.9,13.6
2024-03-31,小毛毛雨,18.5,11.0
2024-04-01,阴天,22.3,9.1
2024-04-02,中雨,22.7,15.4
2024-04-03,中雨,21.6,11.4
2024-04-04,小毛毛雨,15.5,10.6
2024-04-05,小毛毛雨,16.1,8.5
2024-04-06,中毛毛雨,17.4,11.2
2024-04-07,小雨,16.9,10.9
2024-04-08,小雨,14.1,10.2
2024-04-09,阴天,20.7,8.7
2024-04-10,阴天,20.3,9.4
2024-04-11,小雨,22.6,12.6
2024-04-12,小雨,18.3,14.6
2024-04-13,阴天,19.7,14.4
2024-04-14,中雨,22.6,15.1
2024-04-15,阴天,25.0,14.4
2024-04-16,阴天,23.5,14.3
2024-04-17,中雨,15.1,10.9
2024-04-18,阴天,20.2,7.7
2024-04-19,大雨,19.5,10.2
2024-04-20,浓毛毛雨,21.2,14.3
2024-04-21,小雨,19.4,13.4
2024-04-22,中毛毛雨,19.5,13.5
2024-04-23,小雨,21.1,13.4
2024-04-24,阴天,24.4,12.8
2024-04-25,中毛毛雨,22.5,14.0
2024-04-26,小毛毛雨,20.3,13.2
2024-04-27,小毛毛雨,22.5,15.4
2024-04-28,中毛毛雨,20.8,15.3
2024-04-29,小毛毛雨,23.2,14.3
2024-04-30,小雨,16.1,12.6
2024-05-01,中毛毛雨,20.1,11.9
2024-05-02,小毛毛雨,20.5,10.7
2024-05-03,阴天,20.8,12.3
2024-05-04,中雨,18.0,14.2
2024-05-05,中雨,23.0,16.5
2024-05-06,阴天,25.3,16.7
2024-05-07,中雨,24.5,16.3
2024-05-08,晴朗,21.3,13.1
2024-05-09,阴天,22.4,10.6
2024-05-10,阴天,24.2,13.8
2024-05-11,中雨,26.4,18.9
2024-05-12,中毛毛雨,21.5,14.1
2024-05-13,阴天,24.3,12.2
2024-05-14,晴朗,25.2,11.6
2024-05-15,主要晴朗,24.8,11.6
2024-05-16,主要晴朗,24.4,8.8
2024-05-17,阴天,27.0,14.8
2024-05-18,主要晴朗,27.1,17.6
2024-05-19,阴天,26.7,16.4
2024-05-20,小毛毛雨,27.8,18.4
2024-05-21,小毛毛雨,25.8,18.9
2024-05-22,阴天,25.2,18.0
2024-05-23,阴天,26.6,17.3
2024-05-24,阴天,29.0,18.5
2024-05-25,小毛毛雨,26.5,20.2
2024-05-26,小雨,33.8,21.1
2024-05-27,大雨,24.0,17.4
2024-05-28,阴天,25.5,16.1
2024-05-29,阴天,24.7,14.4
2024-05-30,小雨,25.9,16.7
2024-05-31,小雨,22.1,17.8
2024-06-01,小毛毛雨,24.5,16.2
2024-06-02,阴天,26.0,16.0
2024-06-03,阴天,29.6,17.5
2024-06-04,阴天,26.1,17.8
2024-06-05,中毛毛雨,21.7,17.8
2024-06-06,小毛毛雨,22.9,17.0
2024-06-07,中毛毛雨,24.7,15.6
2024-06-08,小毛毛雨,28.1,17.9
2024-06-09,阴天,30.3,19.0
2024-06-10,小毛毛雨,24.8,20.1
2024-06-11,小雨,25.9,20.5
2024-06-12,中毛毛雨,28.2,21.6
2024-06-13,小毛毛雨,30.5,20.2
2024-06-14,阴天,30.4,20.8
2024-06-15,阴天,31.3,20.4
2024-06-16,阴天,31.8,19.6
2024-06-17,小雨,27.5,20.0
2024-06-18,阴天,29.3,16.9
2024-06-19,中雨,27.4,21.5
2024-06-20,大雨,29.2,24.0
2024-06-21,小雨,31.0,23.8
2024-06-22,小雨,31.5,25.5
2024-06-23,大雨,27.2,20.6
2024-06-24,小雨,27.8,21.0
2024-06-25,中雨,23.0,20.0
2024-06-26,中雨,24.9,19.9
2024-06-27,中雨,24.5,22.1
2024-06-28,中雨,27.1,21.1
2024-06-29,中雨,30.9,23.8
2024-06-30,中雨,26.9,24.2
2024-07-01,大雨,30.5,23.9
2024-07-02,中毛毛雨,34.5,25.2
2024-07-03,小雨,33.5,24.3
2024-07-04,阴天,36.3,25.6
2024-07-05,晴朗,36.1,25.7
2024-07-06,阴天,37.1,27.3
2024-07-07,阴天,36.9,27.6
2024-07-08,阴天,36.7,28.2
2024-07-09,阴天,35.6,27.8
2024-07-10,中雨,32.7,25.2
2024-07-11,大雨,27.0,23.0
2024-07-12,中雨,28.9,23.0
2024-07-13,中雨,31.6,24.3
2024-07-14,中雨,30.7,24.4
2024-07-15,小毛毛雨,31.9,25.8
2024-07-16,阴天,33.8,27.0
2024-07-17,阴天,34.2,26.5
2024-07-18,中毛毛雨,35.9,27.4
2024-07-19,小毛毛雨,36.3,27.1
2024-07-20,阴天,35.8,28.0
2024-07-21,阴天,36.0,28.0
2024-07-22,阴天,35.5,27.6
2024-07-23,阴天,34.2,27.2
2024-07-24,阴天,33.8,27.0
2024-07-25,小毛毛雨,33.0,27.9
2024-07-26,小雨,30.8,27.2
2024-07-27,小毛毛雨,32.6,28.0
2024-07-28,阴天,33.2,27.5
2024-07-29,主要晴朗,33.8,26.7
2024-07-30,主要晴朗,34.4,27.0
2024-07-31,小毛毛雨,37.3,27.2
2024-08-01,小毛毛雨,38.2,29.1
2024-08-02,小毛毛雨,39.0,29.0
2024-08-03,中毛毛雨,39.8,28.8
2024-08-04,阴天,39.5,27.9
2024-08-05,小毛毛雨,37.0,27.5
2024-08-06,阴天,37.7,27.2
2024-08-07,小雨,37.5,27.0
2024-08-08,小毛毛雨,38.3,26.9
2024-08-09,阴天,39.0,27.2
2024-08-10,阴天,38.3,28.0
2024-08-11,小毛毛雨,39.4,28.8
2024-08-12,大雨,36.9,27.9
2024-08-13,小毛毛雨,34.2,27.2
2024-08-14,小毛毛雨,33.3,26.3
2024-08-15,小毛毛雨,33.2,26.2
2024-08-16,小毛毛雨,32.8,26.0
2024-08-17,主要晴朗,33.8,26.2
2024-08-18,小雨,34.2,26.0
2024-08-19,小毛毛雨,35.0,27.3
2024-08-20,小毛毛雨,36.4,28.0
2024-08-21,大雨,36.8,27.1
2024-08-22,阴天,35.0,25.9
2024-08-23,主要晴朗,36.3,26.5
2024-08-24,部分多云,35.5,26.3
2024-08-25,小毛毛雨,35.6,26.6
2024-08-26,小毛毛雨,36.5,26.5
2024-08-27,中雨,34.4,25.4
2024-08-28,中雨,31.6,25.1
2024-08-29,小毛毛雨,33.2,27.0
2024-08-30,阴天,33.2,25.2
2024-08-31,主要晴朗,34.7,25.4
2024-09-01,小毛毛雨,36.7,24.7
2024-09-02,小毛毛雨,36.8,26.6
2024-09-03,小毛毛雨,30.2,27.0
2024-09-04,中毛毛雨,33.2,26.2
2024-09-05,主要晴朗,35.0,25.7
2024-09-06,阴天,34.3,25.4
2024-09-07,小毛毛雨,34.8,25.6
2024-09-08,小毛毛雨,34.1,26.1
2024-09-09,小毛毛雨,34.0,26.2
2024-09-10,中雨,31.5,26.6
2024-09-11,中雨,31.8,26.2
2024-09-12,小毛毛雨,31.0,26.5
2024-09-13,阴天,32.7,25.9
2024-09-14,小毛毛雨,31.1,24.5
2024-09-15,小毛毛雨,32.0,26.5
2024-09-16,中雨,28.7,26.1
2024-09-17,小毛毛雨,31.6,26.2
2024-09-18,小毛毛雨,30.6,25.0
2024-09-19,中毛毛雨,30.6,26.9
2024-09-20,大雨,27.9,25.9
2024-09-21,中雨,27.8,21.6
2024-09-22,阴天,25.0,19.2
2024-09-23,阴天,25.9,17.8
2024-09-24,小雨,25.0,21.0
2024-09-25,小雨,26.8,21.1
2024-09-26,阴天,27.5,22.8
2024-09-27,小毛毛雨,28.1,22.0
2024-09-28,部分多云,27.5,21.2
2024-09-29,部分多云,28.9,23.2
2024-09-30,小毛毛雨,29.1,23.8
2024-10-01,小雨,25.1,20.2
2024-10-02,阴天,23.4,16.3
2024-10-03,小毛毛雨,22.6,16.1
2024-10-04,阴天,24.5,14.9
2024-10-05,中雨,24.8,19.6
2024-10-06,大雨,22.0,19.2
2024-10-07,浓毛毛雨,20.5,16.5
2024-10-08,中毛毛雨,22.2,15.6
2024-10-09,阴天,21.5,13.9
2024-10-10,阴天,22.5,11.8
2024-10-11,阴天,23.9,14.6
2024-10-12,阴天,24.7,16.9
2024-10-13,阴天,25.4,19.5
2024-10-14,小雨,27.2,20.6
2024-10-15,中雨,22.3,20.0
2024-10-16,中雨,23.9,19.8
2024-10-17,中雨,26.4,21.0
2024-10-18,小毛毛雨,29.4,22.0
2024-10-19,小毛毛雨,22.5,17.0
2024-10-20,浓毛毛雨,21.5,16.5
2024-10-21,小毛毛雨,23.8,18.3
2024-10-22,小毛毛雨,20.1,15.2
2024-10-23,阴天,18.7,11.6
2024-10-24,阴天,20.2,12.9
2024-10-25,小毛毛雨,24.2,16.9
2024-10-26,中雨,24.8,21.5
2024-10-27,小雨,22.5,17.3
2024-10-28,小毛毛雨,19.9,13.8
2024-10-29,阴天,20.1,12.1
2024-10-30,阴天,21.5,14.1
2024-10-31,中雨,21.9,17.8
2024-11-01,大雨,22.3,17.3
2024-11-02,阴天,21.6,15.9
2024-11-03,阴天,22.5,14.1
2024-11-04,阴天,21.5,14.7
2024-11-05,阴天,17.8,12.1
2024-11-06,阴天,18.0,10.6
2024-11-07,阴天,17.2,10.2
2024-11-08,阴天,19.3,12.1
2024-11-09,阴天,21.5,17.3
2024-11-10,小毛毛雨,18.6,14.6
2024-11-11,阴天,21.0,13.7
2024-11-12,部分多云,20.6,12.8
2024-11-13,阴天,21.5,15.3
2024-11-14,中雨,23.3,17.6
2024-11-15,中毛毛雨,22.1,19.4
2024-11-16,小毛毛雨,22.6,18.0
2024-11-17,中毛毛雨,18.1,13.8
2024-11-18,小毛毛雨,14.1,11.9
2024-11-19,阴天,14.9,10.9
2024-11-20,阴天,14.2,10.0
2024-11-21,晴朗,14.6,7.8
2024-11-22,阴天,15.9,8.2
2024-11-23,阴天,15.4,9.6
2024-11-24,阴天,16.5,9.5
2024-11-25,中雨,18.0,10.1
2024-11-26,中毛毛雨,10.6,6.6
2024-11-27,主要晴朗,11.4,4.7
2024-11-28,晴朗,12.5,4.0
2024-11-29,晴朗,13.6,3.5
2024-11-30,部分多云,15.6,4.1
2024-12-01,部分多云,18.1,7.8
2024-12-02,晴朗,20.5,8.9
2024-12-03,阴天,15.8,9.9
2024-12-04,小毛毛雨,14.5,9.6
2024-12-05,小毛毛雨,12.6,7.7
2024-12-06,阴天,13.3,6.8
2024-12-07,阴天,12.9,5.4
2024-12-08,阴天,9.6,3.1
2024-12-09,阴天,10.9,3.3
2024-12-10,中毛毛雨,10.2,8.0
2024-12-11,小雨,8.2,5.8
2024-12-12,阴天,10.2,4.9
2024-12-13,小毛毛雨,9.9,5.1
2024-12-14,晴朗,7.1,1.8
2024-12-15,主要晴朗,8.1,-0.2
2024-12-16,晴朗,10.4,0.6
2024-12-17,阴天,12.8,0.9
2024-12-18,小毛毛雨,8.6,3.1
2024-12-19,阴天,7.2,1.5
2024-12-20,阴天,9.4,1.5
2024-12-21,阴天,7.4,1.3
2024-12-22,阴天,6.6,0.6
2024-12-23,阴天,9.1,3.9
2024-12-24,阴天,10.6,3.0
2024-12-25,阴天,11.6,4.7
2024-12-26,主要晴朗,10.9,3.4
2024-12-27,部分多云,8.1,2.0
2024-12-28,晴朗,5.1,-0.6
2024-12-29,阴天,8.2,-1.0
2024-12-30,主要晴朗,12.9,2.8
2024-12-31,主要晴朗,9.6,2.2
2025-01-01,晴朗,11.9,1.1
2025-01-02,主要晴朗,13.4,5.1
2025-01-03,阴天,11.1,3.3
2025-01-04,阴天,12.4,3.0
2025-01-05,阴天,14.1,6.1
2025-01-06,阴天,11.1,4.6
2025-01-07,阴天,8.8,1.5
2025-01-08,阴天,11.0,0.1
2025-01-09,阴天,4.4,0.2
2025-01-10,阴天,4.1,-1.5
2025-01-11,阴天,5.6,-1.0
2025-01-12,小毛毛雨,9.6,0.8
2025-01-13,主要晴朗,13.1,1.1
2025-01-14,阴天,16.5,6.1
2025-01-15,阴天,7.2,0.4
2025-01-16,阴天,6.4,-2.7
2025-01-17,阴天,9.8,-1.4
2025-01-18,阴天,12.4,1.3
2025-01-19,阴天,14.5,2.8
2025-01-20,阴天,13.4,2.3
2025-01-21,阴天,14.9,2.1
2025-01-22,阴天,16.3,6.1
2025-01-23,小毛毛雨,14.7,8.6
2025-01-24,阴天,14.5,8.3
2025-01-25,阴天,10.6,8.9
2025-01-26,中毛毛雨,8.7,4.8
2025-01-27,阴天,5.4,0.2
2025-01-28,晴朗,6.5,-2.1
2025-01-29,主要晴朗,7.7,-1.5
2025-01-30,阴天,13.4,1.8
2025-01-31,小雨,12.7,8.0
2025-02-01,浓毛毛雨,10.9,6.7
2025-02-02,小毛毛雨,8.5,4.8
2025-02-03,阴天,8.4,2.4
2025-02-04,小毛毛雨,8.0,-0.2
2025-02-05,阴天,11.2,0.6
2025-02-06,阴天,8.5,-0.9
2025-02-07,阴天,4.1,-3.5
2025-02-08,主要晴朗,0.9,-4.9
2025-02-09,阴天,3.5,-3.9
2025-02-10,部分多云,8.1,-2.0
2025-02-11,小雨,12.9,3.5
2025-02-12,中毛毛雨,10.2,4.3
2025-02-13,主要晴朗,8.9,2.0
2025-02-14,中毛毛雨,11.8,2.0
2025-02-15,小雨,9.6,5.7
2025-02-16,阴天,15.3,3.2
2025-02-17,阴天,8.8,3.5
2025-02-18,阴天,10.4,2.5
2025-02-19,阴天,10.4,2.8
2025-02-20,小毛毛雨,8.4,5.1
2025-02-21,小毛毛雨,8.4,3.7
2025-02-22,小毛毛雨,8.6,3.4
2025-02-23,小毛毛雨,7.7,3.7
2025-02-24,主要晴朗,8.3,-0.4
2025-02-25,阴天,8.6,1.9
2025-02-26,阴天,14.4,3.0
2025-02-27,小雨,17.0,7.6
2025-02-28,阴天,20.1,7.3
2025-03-01,阴天,28.6,13.9
2025-03-02,小毛毛雨,29.4,15.4
2025-03-03,小雨,14.4,8.4
2025-03-04,中雨,8.4,6.4
2025-03-05,阴天,9.1,5.4
2025-03-06,小毛毛雨,10.4,4.8
2025-03-07,阴天,10.2,3.5
2025-03-08,阴天,11.9,1.6
2025-03-09,中毛毛雨,13.8,4.8
2025-03-10,中毛毛雨,15.1,9.4
2025-03-11,小毛毛雨,18.4,9.4
2025-03-12,小雨,13.9,10.1
2025-03-13,中毛毛雨,12.5,8.9
2025-03-14,小雨,12.4,8.8
2025-03-15,中毛毛雨,10.6,7.8
2025-03-16,小毛毛雨,9.1,3.8
2025-03-17,阴天,11.4,1.2
2025-03-18,阴天,11.6,4.2
2025-03-19,部分多云,12.2,1.5
2025-03-20,主要晴朗,19.2,5.1
2025-03-21,主要晴朗,24.0,9.4
2025-03-22,晴朗,26.4,12.3
2025-03-23,小毛毛雨,28.2,14.3
2025-03-24,中毛毛雨,28.6,15.3
2025-03-25,晴朗,31.0,16.3
2025-03-26,阴天,32.2,17.0
2025-03-27,中雨,21.6,10.9
2025-03-28,中雨,12.0,6.4
2025-03-29,阴天,10.5,6.5
2025-03-30,阴天,10.9,5.9
2025-03-31,阴天,12.6,4.8
2025-04-01,阴天,14.7,6.2
2025-04-02,阴天,22.1,5.9
2025-04-03,阴天,18.9,7.8
2025-04-04,阴天,20.3,7.6
2025-04-05,中毛毛雨,23.0,13.8
2025-04-06,部分多云,24.0,10.5
2025-04-07,阴天,26.9,12.3
2025-04-08,阴天,30.0,15.2
2025-04-09,阴天,30.8,17.0
2025-04-10,阴天,26.2,14.9
2025-04-11,阴天,29.5,12.7
2025-04-12,中雨,21.8,9.9
2025-04-13,主要晴朗,19.3,8.0
2025-04-14,主要晴朗,22.2,13.6
2025-04-15,阴天,26.4,12.2
2025-04-16,阴天,30.1,15.6
2025-04-17,阴天,31.4,20.7
2025-04-18,阴天,31.0,17.4
2025-04-19,小雨,32.0,18.0
2025-04-20,阴天,23.5,14.4
2025-04-21,中雨,26.2,13.8
2025-04-22,中雨,23.3,15.2
2025-04-23,小毛毛雨,24.4,14.6
2025-04-24,小毛毛雨,26.0,15.4
2025-04-25,阴天,20.5,13.9
2025-04-26,阴天,24.2,11.1
2025-04-27,小毛毛雨,24.8,13.5
2025-04-28,阴天,24.0,15.0
2025-04-29,阴天,27.9,12.2
2025-04-30,阴天,29.6,17.5
2025-05-01,中毛毛雨,30.5,18.8
2025-05-02,阴天,28.8,15.1
2025-05-03,阴天,28.1,14.8
2025-05-04,阴天,22.5,13.4
2025-05-05,浓毛毛雨,22.9,15.9
2025-05-06,阴天,26.5,14.6
2025-05-07,阴天,24.8,13.6
2025-05-08,中雨,22.4,15.2
2025-05-09,中雨,23.8,19.1
2025-05-10,阴天,23.2,17.5
2025-05-11,阴天,24.0,16.0
2025-05-12,晴朗,28.5,15.8
2025-05-13,阴天,28.4,18.8
2025-05-14,阴天,33.4,19.9
2025-05-15,阴天,33.5,21.0
2025-05-16,中雨,25.9,20.9
2025-05-17,阴天,31.2,19.2
2025-05-18,阴天,22.4,17.8
2025-05-19,阴天,30.8,19.4
2025-05-20,中雨,29.5,22.4
2025-05-21,中雨,28.5,23.0
2025-05-22,阴天,28.4,21.4
2025-05-23,中雨,21.5,19.6
2025-05-24,小毛毛雨,22.8,18.0
2025-05-25,阴天,24.6,16.4
2025-05-26,阴天,25.3,15.1
2025-05-27,阴天,25.3,16.6
2025-05-28,阴天,23.3,17.9
2025-05-29,阴天,25.9,14.9
2025-05-30,阴天,28.8,15.9
2025-05-31,小雨,26.0,17.8
2025-06-01,中雨,20.3,17.6
2025-06-02,小雨,23.1,18.6
2025-06-03,阴天,26.2,17.5
2025-06-04,阴天,30.5,19.5
2025-06-05,阴天,30.4,20.8
2025-06-06,部分多云,30.9,21.8
2025-06-07,中雨,25.9,23.0
2025-06-08,中雨,23.9,22.0
2025-06-09,中雨,24.4,21.7
2025-06-10,大雨,25.2,21.0
2025-06-11,浓毛毛雨,24.5,20.1
2025-06-12,大雨,24.5,19.5
2025-06-13,小雨,27.0,23.3
2025-06-14,浓毛毛雨,31.4,23.6
2025-06-15,中雨,27.2,23.0
2025-06-16,浓毛毛雨,30.9,21.5
2025-06-17,阴天,33.3,24.2
2025-06-18,阴天,33.2,22.7
2025-06-19,小雨,29.5,25.6
2025-06-20,中毛毛雨,32.0,26.1
2025-06-21,中雨,33.7,22.0
2025-06-22,中雨,24.1,21.1
2025-06-23,中雨,23.5,20.9
2025-06-24,中毛毛雨,26.0,20.5
2025-06-25,中毛毛雨,28.3,19.5
2025-06-26,中毛毛雨,33.5,22.9
2025-06-27,大雨,33.8,25.5
2025-06-28,小毛毛雨,33.5,25.1
2025-06-29,阴天,33.2,24.9
2025-06-30,中毛毛雨,34.0,26.6
2025-07-01,阴天,35.4,27.5
2025-07-02,阴天,35.4,27.6
2025-07-03,阴天,35.5,27.0
2025-07-04,阴天,37.1,27.0
2025-07-05,阴天,38.3,27.5
2025-07-06,小毛毛雨,38.3,28.1
2025-07-07,小毛毛雨,35.2,27.4
2025-07-08,中雨,31.6,26.3
2025-07-09,小毛毛雨,32.2,26.4
2025-07-10,小雨,31.1,26.0
2025-07-11,中雨,29.6,25.4
2025-07-12,小雨,28.8,25.5
2025-07-13,小毛毛雨,31.3,24.8
2025-07-14,小毛毛雨,33.5,25.9
2025-07-15,小毛毛雨,35.5,24.0
2025-07-16,小毛毛雨,38.2,28.9
2025-07-17,中雨,37.8,26.7
2025-07-18,大雨,32.4,24.9
2025-07-19,小雨,32.4,25.5
2025-07-20,小毛毛雨,33.2,26.8
2025-07-21,小毛毛雨,32.2,27.4
2025-07-22,小毛毛雨,33.0,26.6
2025-07-23,小毛毛雨,33.3,26.3
2025-07-24,中毛毛雨,32.8,26.6
2025-07-25,中毛毛雨,32.9,27.2
2025-07-26,中毛毛雨,30.6,26.7
2025-07-27,中毛毛雨,30.8,26.7
2025-07-28,小雨,31.2,26.0
2025-07-29,大雨,30.4,25.2
2025-07-30,大雨,27.4,25.5
2025-07-31,中雨,30.3,25.5
2025-08-01,浓毛毛雨,32.0,26.5
2025-08-02,大雨,31.5,26.6
2025-08-03,中雨,32.3,26.1
2025-08-04,小毛毛雨,33.1,26.4
2025-08-05,小毛毛雨,32.6,27.2
2025-08-06,小雨,33.8,28.4
2025-08-07,阴天,34.8,28.1
2025-08-08,小毛毛雨,35.9,28.0
2025-08-09,小毛毛雨,36.4,29.9
2025-08-10,浓毛毛雨,35.5,26.9
2025-08-11,中雨,33.4,26.6
2025-08-12,中雨,36.0,26.4
2025-08-13,小毛毛雨,35.3,28.4
2025-08-14,阴天,35.8,28.0
2025-08-15,主要晴朗,36.0,27.7
2025-08-16,主要晴朗,36.0,27.0
2025-08-17,阴天,37.1,27.4
2025-08-18,中毛毛雨,36.3,27.8
2025-08-19,小毛毛雨,37.5,28.4
2025-08-20,小毛毛雨,37.8,28.0
2025-08-21,主要晴朗,39.0,27.8
2025-08-22,主要晴朗,37.8,28.9
2025-08-23,小毛毛雨,39.1,29.0
2025-08-24,小雨,40.1,29.5
2025-08-25,中雨,36.8,28.2
2025-08-26,中雨,33.0,26.6
2025-08-27,阴天,34.0,26.6
2025-08-28,阴天,34.5,27.2
2025-08-29,阴天,35.5,27.2
2025-08-30,小毛毛雨,36.2,27.5
2025-08-31,小雨,36.0,27.0
2025-09-01,中雨,35.1,25.6
2025-09-02,小雨,30.8,25.1
2025-09-03,浓毛毛雨,31.9,25.5
2025-09-04,小雨,32.4,25.1
2025-09-05,阴天,34.2,26.6
2025-09-06,小雨,35.5,26.1
2025-09-07,中雨,32.9,25.5
2025-09-08,中毛毛雨,34.3,27.8
2025-09-09,大雨,29.5,25.2
2025-09-10,小毛毛雨,29.7,24.2
2025-09-11,中毛毛雨,30.1,23.0
2025-09-12,中毛毛雨,34.2,24.8
2025-09-13,中雨,31.8,25.6
2025-09-14,大雨,32.5,25.0
2025-09-15,中雨,32.8,24.9
2025-09-16,小毛毛雨,34.6,26.9
2025-09-17,中雨,34.7,25.8
2025-09-18,中毛毛雨,28.9,24.0
2025-09-19,小毛毛雨,29.7,24.0
2025-09-20,小雨,26.6,23.3
2025-09-21,阴天,28.5,23.4
2025-09-22,阴天,30.2,22.7
2025-09-23,小雨,31.0,25.3
2025-09-24,小毛毛雨,30.0,26.1
2025-09-25,小毛毛雨,34.1,26.3
2025-09-26,浓毛毛雨,34.8,25.6
2025-09-27,中毛毛雨,33.8,25.2
2025-09-28,中雨,34.5,25.4
2025-09-29,中毛毛雨,29.0,24.1
2025-09-30,中雨,26.6,22.9
2025-10-01,中毛毛雨,26.9,21.2
2025-10-02,浓毛毛雨,31.2,23.5
2025-10-03,小毛毛雨,30.5,24.8
2025-10-04,小毛毛雨,29.9,23.4
2025-10-05,小毛毛雨,32.9,24.7
2025-10-06,小毛毛雨,36.2,26.2
2025-10-07,部分多云,32.2,24.8
2025-10-08,阴天,29.3,23.7
2025-10-09,部分多云,29.7,22.1
2025-10-10,主要晴朗,32.8,23.9
2025-10-11,晴朗,34.2,23.3
2025-10-12,阴天,33.1,24.6
2025-10-13,小雨,31.4,24.4
2025-10-14,小毛毛雨,25.5,21.8
2025-10-15,中雨,30.1,22.7
2025-10-16,中毛毛雨,27.0,22.8
2025-10-17,小毛毛雨,28.1,22.2
2025-10-18,中雨,24.2,19.5
2025-10-19,小毛毛雨,21.8,17.6
2025-10-20,小毛毛雨,18.6,16.5
2025-10-21,小毛毛雨,18.0,16.5
2025-10-22,阴天,19.1,15.2
2025-10-23,阴天,19.5,14.2
2025-10-24,阴天,21.1,14.9
2025-10-25,阴天,21.0,15.8
2025-10-26,小毛毛雨,19.0,14.9
2025-10-27,小毛毛雨,19.1,13.4
2025-10-28,阴天,19.6,13.1
2025-10-29,阴天,21.6,13.4
2025-10-30,中毛毛雨,20.4,16.5
